"mass","age","cores","RAM","color","power","evil"
94.1,55,16,104,"black","battery",0
86.63,56,NA,104,"black","propane",0
105.43,52,18,136,"black","hydrogen",0
120.99,28,22,168,"black","propane",0
103.95,55,24,144,"blue","propane",0
116.56,51,20,128,"blue","hydrogen",0
103.44,66,14,96,"red","battery",0
108.25,57,24,152,"red","battery",0
97.03,25,21,128,"black","battery",0
106.45,63,26,176,"black","battery",0
97.67,58,16,120,"black","hydrogen",0
100.11,26,26,128,"black","propane",0
122.64,50,26,144,"red","hydrogen",0
112.32,32,26,144,"red","hydrogen",0
119.26,28,32,168,"red","propane",0
95.52,53,24,152,"blue","battery",0
114.85,30,32,136,"red","propane",0
96.52,52,26,96,"black","propane",0
91.97,57,16,120,"black","battery",0
96.5,28,18,120,"red","battery",0
94.63,54,18,144,"red","battery",0
105.23,29,20,152,"blue","battery",0
NA,52,22,184,"red","propane",0
97.13,30,16,112,"red","propane",0
95.73,28,26,160,"red","propane",0
101.86,26,18,152,"black","hydrogen",0
122.52,24,NA,160,"red","hydrogen",0
102.92,60,12,136,"black","battery",0
99.72,24,22,168,"red","battery",0
82.87,29,20,112,"blue","battery",0
104.69,25,28,128,"blue","propane",0
124.67,24,28,128,"blue","hydrogen",0
106.99,53,24,136,"red","hydrogen",0
108.55,32,22,136,"red","hydrogen",0
123.79,53,24,120,"black","hydrogen",0
109.44,21,20,112,"blue","hydrogen",0
121.34,56,24,120,"black","battery",0
97.16,24,20,152,"black","battery",0
125.25,22,28,168,"red","propane",0
91.56,27,22,96,"black","propane",0
95.54,62,12,104,"black","battery",0
110.42,29,28,136,"blue","propane",0
104.64,20,28,136,"blue","hydrogen",0
102.87,25,28,152,"red","battery",0
107.6,30,20,160,"red","battery",0
104.63,25,34,136,"red","propane",0
100.53,59,16,136,"black","propane",0
111.35,17,22,120,"black","battery",0
122.77,25,NA,160,"blue","battery",0
110.33,29,22,168,"red","battery",0
96.86,50,22,128,"black","battery",0
121.11,53,22,144,"red","battery",0
95.07,24,20,112,"black","battery",0
116.64,52,30,128,"black","propane",0
111.92,57,24,144,"red","hydrogen",0
80.63,24,18,112,"red","battery",0
96.11,29,14,120,"black","battery",0
109.97,51,22,104,"blue","hydrogen",0
117.65,53,18,152,"blue","hydrogen",0
107.75,28,18,112,"blue","battery",0
111.66,27,30,136,"black","hydrogen",0
104.84,54,18,136,"black","hydrogen",0
97.46,32,18,144,"black","hydrogen",0
115.13,24,NA,112,"red","battery",0
103.36,16,24,152,"red","propane",0
93.76,27,30,112,"blue","propane",0
122.5,58,23,128,"red","battery",0
81.62,21,24,120,"black","battery",0
107.63,53,30,128,"red","propane",0
124.17,58,24,136,"black","hydrogen",0
94.62,24,20,144,"red","battery",0
107.97,55,22,152,"black","battery",0
123.6,57,22,144,"red","hydrogen",0
100.98,30,22,128,"black","hydrogen",0
102.94,54,20,144,"black","hydrogen",0
99.71,24,19,112,"blue","hydrogen",0
100.81,28,24,184,"black","battery",0
97.18,53,18,112,"black","battery",0
87.58,53,16,80,"black","battery",0
101.09,55,24,72,"black","battery",0
110.81,55,18,120,"black","hydrogen",0
92.87,27,18,120,"blue","battery",0
131.03,22,34,152,"black","battery",0
111.91,19,30,160,"blue","hydrogen",0
98.62,56,24,128,"black","battery",0
107.59,21,20,136,"blue","hydrogen",0
92.56,54,20,120,"black","battery",0
118.57,27,18,160,"red","hydrogen",0
98.52,32,24,136,"red","propane",0
100.15,24,22,128,"red","battery",0
91.96,62,16,112,"black","propane",0
117.26,57,22,96,"black","battery",0
127.56,15,24,152,"blue","hydrogen",0
99.66,24,16,144,"black","battery",0
117.36,28,24,136,"red","hydrogen",0
116.01,59,14,152,"blue","battery",0
97.91,NA,NA,152,"black","hydrogen",0
90.86,31,14,112,"red","battery",0
97.96,14,20,152,"red","hydrogen",0
136.46,29,26,128,"blue","hydrogen",0
108.6,27,24,136,"red","propane",0
94.14,25,18,136,"blue","battery",0
100.31,50,20,120,NA,NA,0
105.8,56,20,152,"black","propane",0
111.29,54,20,128,"black","battery",0
100.78,26,24,128,"blue","propane",0
93.82,49,22,120,"black","propane",0
80.33,54,22,120,"black","propane",0
103.7,28,24,120,"blue","battery",0
99.7,59,6,112,"black","battery",0
94.09,53,14,88,"black","propane",0
113.24,27,28,136,"red","battery",0
94.7,56,18,144,"black","battery",0
95.66,22,32,128,"blue","battery",0
108.75,32,26,104,"blue","hydrogen",0
96.33,57,14,112,"black","battery",0
109.17,30,22,152,"red","hydrogen",0
101.09,57,24,112,"black","battery",0
94.11,10,30,112,"red","propane",1
80.01,65,14,104,"black","battery",0
101.75,53,22,136,"black","battery",0
93.27,57,23,152,"black","battery",0
105.48,31,20,112,"black","battery",0
103.74,59,20,104,"red","hydrogen",0
113.43,23,22,160,"black","battery",0
105.62,60,32,104,"black","propane",0
99.36,54,18,136,"black","propane",0
94.33,25,18,144,"blue","battery",0
92.98,28,22,144,"blue","propane",0
107.72,28,22,136,"black","hydrogen",0
110.06,27,30,128,"blue","propane",0
106.68,23,20,160,"black","battery",0
125.71,25,34,136,"red","hydrogen",0
107.55,26,24,136,"black","battery",0
98.56,51,16,152,"red","battery",0
114.38,53,28,136,"black","battery",0
112.62,51,20,144,"black","battery",0
119.49,26,30,144,"blue","hydrogen",0
103.93,29,22,136,"black","battery",0
120.37,24,34,144,"red","hydrogen",0
105.6,28,26,152,"black","hydrogen",0
96.62,26,12,128,"red","battery",0
94.92,24,18,152,"blue","hydrogen",0
92.87,54,12,96,"black","hydrogen",0
109.76,58,16,120,"blue","hydrogen",0
105.81,25,22,128,"black","hydrogen",0
106.53,51,18,128,"red","battery",0
94.51,26,24,136,"blue","hydrogen",0
111.45,19,32,128,"blue","battery",0
114.8,26,42,112,"red","propane",0
85.86,62,12,104,"black","battery",0
86.42,59,16,96,"black","battery",0
111.31,58,20,184,"black","battery",1
97.02,23,20,120,"black","hydrogen",0
75.88,19,26,120,"red","battery",0
103.64,53,30,128,"red","hydrogen",0
127.17,28,28,184,"black","battery",0
120.81,24,26,184,"blue","hydrogen",0
100,27,26,136,"blue","propane",0
102.6,52,24,120,"black","battery",0
116.24,23,22,136,"blue","battery",0
106.26,20,26,160,"blue","battery",0
90.07,64,20,128,"black","propane",0
113.88,NA,30,160,"red","battery",0
102.37,56,16,136,"red","battery",0
101.68,19,22,144,"blue","hydrogen",0
97.52,25,26,152,"blue","battery",0
96.46,27,20,128,"black","battery",0
97.28,32,26,112,"black","battery",0
106.96,22,30,152,"blue","battery",0
125.2,56,26,168,"red","hydrogen",0
126.39,26,32,184,"red","battery",0
111.84,64,14,128,"blue","battery",0
107.71,23,27,144,"black","hydrogen",0
116.87,NA,14,120,"black","battery",0
90.83,51,12,144,"red","battery",1
90.97,50,18,136,"black","battery",0
98.66,56,14,168,"black","hydrogen",0
NA,23,20,136,NA,NA,0
99.74,52,28,128,"blue","hydrogen",0
116.55,23,30,136,"blue","hydrogen",0
117.78,55,24,128,"black","hydrogen",0
99.1,23,24,112,"blue","propane",0
107.34,16,30,128,"red","battery",0
108.62,52,20,104,"black","battery",0
104.36,27,NA,120,"blue","propane",0
114.51,58,26,152,"black","propane",0
107.89,27,16,144,"blue","hydrogen",0
96.5,54,20,152,"black","hydrogen",0
104.34,25,26,120,"red","battery",0
100.84,29,28,128,"black","battery",0
124.68,30,22,128,"black","hydrogen",0
109.4,57,24,112,"black","propane",0
112.94,20,26,168,"blue","battery",0
113.65,54,19,160,"black","hydrogen",0
87.99,57,18,128,"red","propane",0
86.98,55,14,152,"blue","propane",0
101.05,19,22,144,"red","hydrogen",0
100.27,56,NA,144,"red","battery",0
115.36,26,27,112,"blue","battery",0
105.71,22,38,120,"red","propane",0
94.42,62,14,120,"black","battery",0
101.01,58,18,128,"black","hydrogen",0
103.32,52,28,120,"black","battery",0
105.52,26,24,128,"black","hydrogen",0
96.49,51,24,104,"black","propane",0
113.51,33,18,136,"black","hydrogen",0
98.73,26,28,152,"blue","hydrogen",0
117.01,58,24,136,"blue","hydrogen",0
96.9,26,26,120,"black","hydrogen",0
117.94,24,28,128,"blue","hydrogen",0
97.75,56,25,112,"black","battery",0
96.78,28,20,96,"black","battery",0
98.31,22,22,128,"red","battery",0
100.01,61,16,152,"red","propane",0
96.83,24,20,120,"blue","propane",0
100.73,26,20,104,"black","battery",0
115.43,55,NA,152,"red","propane",0
112.39,53,30,104,"black","propane",0
111.74,31,28,144,"blue","battery",0
115.66,30,26,152,"black","hydrogen",0
111.19,52,18,136,"black","hydrogen",0
94.13,55,26,128,"black","propane",0
99.65,28,24,136,"black","battery",0
104.59,53,19,104,"black","battery",0
104.34,NA,30,128,"blue","propane",0
93.3,50,20,120,"red","propane",0
108.68,28,28,112,"blue","propane",0
106.33,33,22,168,"black","hydrogen",1
104.64,55,28,120,"black","propane",0
92.92,54,20,160,"black","hydrogen",0
106.26,25,16,176,"black","battery",0
118.42,58,18,160,"black","battery",0
104.49,32,18,144,"black","propane",0
113.31,25,26,136,"blue","battery",0
110.32,20,30,128,"blue","propane",0
109.28,54,16,160,"red","battery",0
91.21,30,16,128,"black","propane",0
119.25,57,16,136,"red","hydrogen",0
115.29,25,28,144,"red","hydrogen",0
99.75,20,32,136,"red","battery",0
122.2,24,28,144,"red","hydrogen",0
90.16,53,12,112,"red","battery",0
89.13,31,24,112,"blue","battery",0
88.92,53,16,96,"blue","propane",0
108.19,19,30,144,"blue","battery",0
109.19,24,26,128,"blue","battery",0
85.23,53,18,104,"black","battery",0
91.16,29,24,120,"blue","battery",0
125.01,54,24,160,"black","hydrogen",0
101.13,23,24,120,"blue","battery",0
111.22,26,38,152,"red","propane",0
133.59,54,30,160,"blue","hydrogen",0
114.33,28,24,136,"black","hydrogen",0
110.71,NA,28,144,"black","hydrogen",0
100.63,29,16,128,"blue","battery",0
113.8,55,20,120,"red","battery",0
113.67,23,28,104,"blue","battery",0
102.93,29,24,128,"black","battery",0
79.46,27,14,88,"blue","battery",0
95.2,27,28,104,"blue","propane",0
90.8,32,30,120,"red","propane",0
100.78,26,22,120,"black","hydrogen",0
101.14,27,20,136,"blue","hydrogen",0
108.37,55,16,120,"black","hydrogen",0
87.75,29,16,104,"black","battery",0
104.74,62,16,128,"black","battery",0
115.46,23,32,96,"blue","hydrogen",1
106.37,55,26,136,"red","battery",0
111.46,17,32,184,"black","battery",0
105.06,28,25,136,"blue","battery",0
106.86,57,22,136,"black","hydrogen",0
93.22,24,34,152,"red","propane",0
127.02,26,32,160,"black","hydrogen",0
101.42,50,22,104,"blue","battery",0
97.6,53,22,96,"black","battery",0
95.96,29,22,88,"black","battery",0
99.98,26,20,144,"blue","battery",0
97.64,29,28,120,"black","propane",0
115.04,29,28,144,"red","battery",0
108.55,51,22,144,NA,NA,1
100.46,54,22,128,"black","battery",0
110.78,60,14,112,"red","battery",0
106.1,56,27,160,"black","propane",0
124.03,56,26,136,"black","battery",0
109.67,55,18,144,"black","battery",0
92.33,54,18,104,"black","battery",0
113.75,28,31,136,"black","propane",0
93.77,54,14,120,"black","battery",0
114.54,30,26,120,"blue","battery",0
93.48,21,26,144,"blue","battery",0
102.31,NA,28,168,"black","propane",0
122.3,63,18,160,"black","hydrogen",0
92.47,54,NA,152,"red","propane",0
101.2,15,30,144,"blue","battery",0
NA,27,22,120,"black","battery",0
114.69,53,26,128,"black","hydrogen",0
124.45,54,26,168,"black","hydrogen",0
120.87,52,21,136,"black","hydrogen",0
113.33,31,34,152,"red","propane",0
100.54,23,22,128,"black","battery",0
98.82,51,24,136,"black","hydrogen",0
79.16,NA,14,112,"black","battery",0
110.15,31,24,136,"red","propane",0
83.97,15,22,152,"blue","hydrogen",0
101.48,52,26,144,"blue","battery",0
108.39,54,32,104,"red","propane",0
122.73,52,30,168,"red","hydrogen",0
111.95,26,NA,NA,"blue","hydrogen",1
103.29,29,22,104,"blue","battery",0
104.15,NA,16,120,"black","hydrogen",0
105.11,31,22,144,"black","battery",0
93.42,26,22,104,"black","battery",0
98.14,30,16,96,"black","battery",0
100.81,30,26,152,"black","propane",0
80.1,25,20,136,"red","battery",0
100.37,61,12,112,"black","battery",0
115.35,30,27,160,"blue","battery",0
115.21,25,24,152,"blue","battery",0
114.53,32,31,112,"black","hydrogen",0
91.66,28,20,144,"black","battery",0
104.05,23,28,128,"blue","battery",0
103.01,20,32,136,"red","propane",0
107.04,57,22,104,"black","battery",0
108.76,25,26,128,"blue","hydrogen",0
110.76,29,24,160,"red","propane",0
121.56,61,16,128,"black","hydrogen",0
97.42,24,14,128,"black","battery",1
86.31,62,16,120,"red","propane",0
102.76,26,22,144,"red","propane",0
97.37,65,10,104,"black","battery",0
105.65,24,28,176,"black","battery",0
105.7,32,20,136,"black","battery",0
105.31,26,30,144,"red","battery",0
NA,54,28,144,"red","hydrogen",0
98.34,31,22,96,"blue","battery",0
103.93,54,20,120,"black","battery",0
115.8,55,18,176,"red","hydrogen",1
126.44,28,28,168,"red","hydrogen",0
95.87,53,18,136,"black","battery",0
122.64,27,30,176,"black","battery",0
105.4,52,26,160,"black","battery",0
87.86,NA,25,128,"red","battery",1
96.21,16,23,136,"red","battery",0
112.54,51,26,96,"blue","battery",0
113.47,52,24,128,"blue","battery",0
98,26,32,112,"blue","propane",0
91.65,24,20,120,"red","propane",0
101.94,33,20,112,"black","battery",0
95.64,28,26,96,"black","battery",0
107.59,29,20,136,"blue","hydrogen",0
130.4,52,22,152,"black","hydrogen",0
117.85,26,22,104,"black","hydrogen",0
95.22,54,28,136,"red","propane",0
88.31,30,24,136,"black","propane",0
112.19,NA,36,168,"red","hydrogen",0
121.99,26,32,128,"black","hydrogen",0
117.12,53,21,144,"black","battery",0
105.34,59,22,128,"black","battery",0
93.37,32,18,176,"red","hydrogen",0
86.53,28,22,104,"black","battery",0
100.01,21,NA,144,"blue","battery",0
103.62,29,24,128,"blue","battery",0
98.96,51,22,136,"black","propane",0
96.48,51,18,152,"black","battery",0
106.66,27,20,112,"blue","battery",0
NA,62,NA,96,"black","hydrogen",0
104.88,23,24,112,"red","propane",0
112.13,59,28,152,"black","propane",0
101.77,56,22,120,"black","battery",0
98.18,25,22,144,"black","battery",0
113.86,27,26,NA,"blue","hydrogen",0
106.04,28,20,176,"black","battery",0
112.08,29,18,168,"black","battery",0
101.34,55,24,104,"black","battery",0
120.33,22,30,128,"red","battery",0
112.29,55,26,144,"red","hydrogen",0
91.41,28,22,128,"red","propane",0
104.6,24,26,104,"black","propane",0
102.69,52,NA,120,"red","hydrogen",0
117.55,24,30,160,"blue","battery",0
NA,27,22,NA,"blue","battery",0
110.46,28,22,144,"black","battery",0
84.7,59,12,120,"black","battery",0
103.72,56,20,136,"black","battery",0
101.54,31,20,152,"red","hydrogen",0
102.38,23,30,136,"blue","battery",0
118.96,20,36,152,"red","propane",0
106.68,54,20,136,"black","battery",0
97.46,53,24,136,"black","propane",0
93.02,34,16,168,"black","battery",0
97.78,62,14,120,"black","battery",0
116.45,25,26,160,"red","hydrogen",0
111.55,56,20,144,"black","hydrogen",0
97.94,28,14,160,"blue","hydrogen",0
84.83,31,16,136,"black","battery",0
NA,27,26,128,"red","propane",0
109.13,54,20,136,"blue","battery",0
126.14,28,30,144,"red","hydrogen",0
106.04,26,20,104,"black","battery",0
91.5,21,22,80,"blue","battery",0
91.15,51,24,120,"black","propane",0
113.75,50,20,144,"blue","battery",0
97.85,60,18,136,"blue","hydrogen",0
104.35,29,28,136,"black","battery",0
98.62,29,26,144,"red","battery",0
110.78,54,22,136,"black","battery",0
112.7,57,12,144,"red","battery",0
121.58,30,22,152,"black","hydrogen",0
100.58,30,NA,160,"red","propane",0
117.58,53,24,112,"black","hydrogen",0
NA,31,22,120,"black","hydrogen",0
99.02,24,24,120,"black","hydrogen",0
101.86,34,18,144,"black","battery",0
91.32,27,18,152,"red","propane",0
96.57,59,12,144,"red","battery",0
NA,25,24,104,"black","propane",0
102.63,19,30,128,"blue","battery",0
106.45,24,26,168,"red","battery",0
104.99,19,18,184,"blue","propane",0
94.12,23,18,128,"blue","battery",0
113.02,57,18,144,"black","battery",0
103.16,57,16,128,"black","hydrogen",0
113.1,61,24,120,"blue","propane",0
94.51,16,20,112,"blue","battery",0
102.43,54,24,136,NA,NA,0
112.74,28,18,152,"red","hydrogen",0
NA,28,20,104,"blue","battery",0
101.9,54,NA,136,"black","propane",0
109.63,54,12,136,NA,NA,0
107.22,30,26,112,"black","battery",0
101.5,56,12,120,"black","hydrogen",0
108.38,53,25,120,"blue","propane",0
100.69,24,22,112,"black","battery",0
95.35,33,20,144,"black","propane",0
116.99,25,27,168,"black","battery",0
82.4,52,20,80,"black","propane",0
96.48,31,18,112,"red","battery",0
101.18,28,23,152,"red","battery",0
89.55,27,26,128,"black","battery",0
106.64,22,30,160,"red","hydrogen",0
112.29,18,28,160,"red","battery",0
84.25,29,20,112,"red","battery",0
118.59,55,27,152,"red","hydrogen",0
107.97,54,32,120,"black","battery",0
104.03,58,23,144,"black","hydrogen",0
108.2,54,16,120,"black","hydrogen",0
93.22,58,26,136,"black","propane",0
114.88,23,28,144,"red","hydrogen",0
100.6,51,24,120,"red","battery",0
104.77,16,30,184,"blue","hydrogen",0
92.98,23,22,136,"blue","battery",0
104.28,59,22,144,"blue","propane",0
110.86,58,23,104,"red","propane",0
101.14,27,16,128,"blue","battery",0
100.91,30,18,136,"black","battery",0
106.46,52,20,144,"black","hydrogen",0
102.98,55,16,144,"black","battery",0
82.92,29,22,152,"black","propane",0
99.8,31,28,184,"red","propane",0
99.06,27,24,144,"blue","hydrogen",0
102.91,22,24,144,"black","battery",0
84.32,56,16,104,"blue","propane",0
102.58,29,22,136,"black","battery",0
81.06,53,14,96,"black","battery",0
111.28,22,28,144,"red","hydrogen",0
85.62,56,20,104,"black","battery",0
93.09,50,24,96,"black","propane",0
99.24,28,24,144,"red","propane",0
98.65,53,20,112,"blue","battery",0
119.35,24,22,160,"blue","hydrogen",0
86.92,26,20,144,"blue","battery",0
102.76,52,18,136,"black","hydrogen",0
NA,56,21,136,"red","hydrogen",0
88.73,67,2,96,"blue","battery",1
101.61,19,20,144,"black","battery",0
103.84,51,26,112,"black","propane",0
106.67,65,18,144,"black","hydrogen",0
103.13,27,30,136,"blue","propane",0
113.16,24,20,160,"blue","hydrogen",1
102.3,25,28,160,"blue","battery",0
125.13,28,26,152,"red","hydrogen",0
114.69,28,28,176,"red","hydrogen",0
93.79,27,20,136,"blue","propane",0
126.01,24,30,168,"blue","battery",0
89.49,17,22,128,"red","battery",0
109.58,28,20,144,"black","battery",0
NA,61,16,96,"blue","propane",0
91.42,56,24,112,"black","battery",0
85.87,23,16,136,"blue","propane",1
109.99,54,22,144,"black","battery",0
99.98,56,8,136,"red","battery",1
97.83,52,16,152,"black","hydrogen",0
100.63,55,20,120,"black","battery",0
105.89,27,34,136,"red","propane",0
93.19,31,26,144,"red","hydrogen",0
99.01,24,NA,152,"black","battery",0
102.53,27,22,104,"black","battery",0
111.91,18,28,144,"blue","hydrogen",0
97.64,56,16,112,"red","battery",0
88.67,61,24,104,"black","propane",0
111.39,54,26,152,"red","propane",0
97.98,15,26,128,"blue","battery",0
110.89,25,18,128,"black","battery",0
106.17,21,NA,152,"black","battery",0
103.58,30,22,152,"black","battery",0
100.82,26,26,120,"black","battery",0
104.14,54,21,160,"black","hydrogen",1
100.63,52,28,112,"red","propane",0
106.41,26,18,136,"red","hydrogen",0
102,22,38,128,"red","propane",0
96.95,56,20,144,"black","battery",0
114.18,27,26,152,"black","battery",0
87.43,28,20,112,"red","hydrogen",0
115.18,52,28,128,"black","propane",0
102.38,17,22,152,"red","hydrogen",0
100.33,27,10,136,"blue","battery",0
125.96,24,30,152,"black","hydrogen",0
85.79,24,16,96,"blue","battery",0
101.72,NA,28,128,"black","propane",0
100.38,26,16,136,"black","battery",0
117.01,54,19,176,"black","hydrogen",0
84.17,58,10,NA,"black","hydrogen",0
115.75,56,24,112,"black","hydrogen",0
83.15,30,16,120,"black","battery",0
106.18,30,24,128,"black","hydrogen",0
90.89,60,20,128,"black","battery",0
111.03,50,20,112,"black","hydrogen",0
95.71,31,18,120,"black","battery",0
92.66,50,20,104,"black","propane",0
88.47,53,28,104,"black","propane",0
117.59,24,30,160,"blue","battery",0
95.11,28,20,144,"blue","propane",0
94.75,51,20,120,"red","battery",0
112.21,55,24,120,"black","battery",0
103.82,54,16,152,"black","hydrogen",0
94.65,32,31,120,"blue","propane",0
113.12,28,24,136,"blue","battery",0
95.89,27,18,152,"red","hydrogen",0
105.82,31,24,152,"black","hydrogen",0
92.95,28,20,128,"red","battery",0
104.81,60,22,160,"red","battery",0
96.95,54,20,120,"black","battery",0
114.72,24,24,120,"black","hydrogen",0
98.09,25,18,128,"blue","battery",0
117.61,31,26,136,"black","hydrogen",0
96.98,17,34,128,"red","propane",0
128.44,57,32,152,"black","propane",0
95.27,22,16,144,"black","battery",0
114.09,33,28,120,"black","propane",0
91.88,54,22,152,"red","battery",0
105.33,22,20,136,"red","hydrogen",0
105.6,31,24,136,"blue","battery",0
104.91,31,27,120,"black","battery",0
97.55,18,30,168,"red","propane",0
101.4,54,24,120,"blue","propane",0
109.97,31,18,136,"black","hydrogen",0
108.3,30,32,120,"red","propane",0
103.21,51,22,120,"blue","battery",0
105.46,21,22,144,"blue","battery",1
120.15,51,20,NA,"red","battery",0
101.71,30,14,120,"blue","battery",0
95.83,27,16,112,"black","battery",0
85.71,17,28,96,"black","battery",0
91.86,51,18,144,"blue","battery",0
101.43,24,30,160,"blue","hydrogen",0
110.71,26,34,168,"red","propane",0
87.4,57,12,104,"blue","battery",0
125.02,32,24,160,"black","hydrogen",0
101.03,15,30,128,"blue","battery",1
99.32,29,24,112,"black","hydrogen",0
114.97,64,22,128,"black","hydrogen",0
107.31,30,24,128,"blue","propane",0
112.91,30,24,152,"black","battery",0
112.61,23,22,144,"black","battery",0
105.43,21,28,152,"blue","propane",0
101.23,57,14,96,"black","battery",0
87.99,24,18,104,"blue","propane",0
120.7,60,20,152,"black","hydrogen",0
105,54,24,120,"black","propane",0
98.24,51,18,136,"blue","battery",0
104.06,59,18,128,"red","battery",0
96.04,54,18,136,"red","battery",0
98.43,32,16,152,"blue","hydrogen",0
117.3,55,24,136,"red","hydrogen",0
99.88,50,16,104,"blue","battery",0
122.74,57,26,152,"black","hydrogen",0
88.63,27,24,120,"red","battery",0
100.13,51,26,128,"blue","battery",0
106.29,52,18,120,"black","propane",0
91.76,56,18,120,"black","battery",0
113.88,52,26,120,"black","hydrogen",0
99.96,25,26,112,"blue","battery",0
96.28,26,20,120,"blue","battery",0
96.94,29,19,152,"black","battery",0
102.28,55,22,120,"red","propane",0
96.5,58,16,128,"black","battery",0
104.56,25,20,152,"black","battery",0
85.33,26,20,128,"black","battery",0
82.15,27,18,80,"red","battery",0
97.1,57,22,88,"blue","propane",0
95.83,52,17,136,"black","battery",0
88.81,23,30,128,"blue","propane",0
97.4,25,26,120,"blue","propane",0
110.05,25,26,120,"blue","battery",0
NA,23,30,96,"black","battery",0
108.98,24,32,128,"red","battery",0
118.71,59,15,120,"blue","hydrogen",0
95.77,NA,22,120,"black","propane",0
115.51,56,14,152,"black","hydrogen",0
102.7,60,17,120,"black","battery",0
92.52,54,22,112,"blue","propane",0
96.79,20,34,168,"red","propane",0
92.02,19,26,152,"red","propane",0
98.21,53,14,144,"blue","battery",0
106.05,25,22,152,"black","battery",0
121.76,56,30,176,"black","propane",1
89.18,20,16,120,"blue","battery",1
115.6,32,NA,136,"red","battery",0
90.49,18,20,112,"blue","propane",0
113.96,25,30,120,"black","hydrogen",0
93.27,57,14,144,"red","hydrogen",0
106.9,29,26,152,"blue","battery",0
107.21,NA,20,168,"black","hydrogen",0
84.57,60,12,104,"black","propane",0
113.08,55,24,152,"black","hydrogen",0
101.25,27,18,NA,"red","battery",0
98.32,26,22,112,"black","propane",0
95.88,NA,16,112,"black","hydrogen",0
117.97,21,30,184,"black","battery",0
NA,26,18,136,"blue","hydrogen",0
97.8,9,32,160,"red","propane",0
110.46,32,24,120,"black","hydrogen",0
117.83,28,26,160,"black","hydrogen",0
92.8,27,26,112,"blue","battery",0
89.39,26,26,144,"black","propane",0
122.15,27,26,168,"red","propane",0
98.15,19,26,NA,"blue","battery",0
83.55,53,14,120,"red","battery",0
97.64,53,24,136,"black","propane",0
98.55,52,24,128,"black","propane",0
111.03,63,10,96,"black","hydrogen",1
104.75,32,24,136,"black","propane",0
89.87,26,28,128,"black","battery",0
105.54,20,26,128,"blue","battery",0
94.54,28,18,128,"red","hydrogen",0
107.27,NA,24,152,"red","battery",0
113.21,56,20,120,"black","battery",0
118.24,18,26,144,"black","hydrogen",0
88.46,60,22,136,"black","propane",0
108.95,21,26,136,"black","battery",0
117.41,30,24,160,"black","battery",0
103.44,52,11,136,"blue","battery",0
109.03,52,24,152,"black","hydrogen",0
91.79,57,10,136,"red","propane",0
108.89,19,30,152,"red","battery",0
106.01,58,16,128,"black","hydrogen",0
103.12,57,22,112,"black","battery",0
105.93,55,26,112,"black","propane",0
100.42,24,28,120,"blue","battery",0
88.14,54,14,96,"red","battery",0
106.1,26,26,120,"black","battery",0
96.37,31,20,104,"black","battery",0
97.49,27,18,88,"blue","battery",0
111.16,60,16,128,"black","battery",0
99.35,23,28,120,"black","hydrogen",0
101.94,25,18,120,"black","propane",0
106.98,53,20,144,"black","propane",0
106.59,51,NA,128,"black","hydrogen",0
91.52,26,22,NA,"black","battery",0
111.52,56,22,136,"red","propane",0
84.78,53,16,120,"blue","propane",0
96.92,20,29,152,"red","battery",0
100.32,56,16,144,"red","hydrogen",0
104.74,54,26,112,"black","hydrogen",0
118.41,24,28,168,"black","hydrogen",0
109.53,29,24,144,"black","battery",0
85.58,25,28,136,"black","propane",0
93.26,23,22,136,"blue","hydrogen",0
101.41,54,16,144,"black","hydrogen",0
108.21,33,22,128,"red","hydrogen",0
105.42,25,22,120,"red","battery",0
109.72,55,18,128,"blue","battery",0
94.83,23,26,144,"red","propane",0
95.95,30,16,120,"red","battery",0
115.43,53,24,152,"blue","battery",0
100.37,23,20,144,"black","battery",0
116.92,18,30,160,"blue","hydrogen",0
112.45,30,27,120,"blue","propane",0
106.57,25,18,112,"blue","hydrogen",0
85.94,24,20,120,"black","propane",0
93.7,62,16,104,"black","battery",0
126.21,23,28,160,"black","hydrogen",0
115.02,28,24,136,"red","propane",0
115.08,26,20,128,"red","hydrogen",0
90.16,56,14,80,NA,NA,0
83.62,60,10,112,"red","propane",0
73.05,33,12,80,"blue","battery",0
105.78,NA,22,160,"red","hydrogen",0
118.18,27,36,176,"black","battery",0
92.39,53,10,128,"black","battery",0
80.23,59,16,104,"red","battery",0
93.94,52,22,112,"black","battery",0
113.97,27,29,128,"black","propane",0
90.83,24,28,152,"black","battery",0
108.31,26,NA,160,"black","hydrogen",0
110.38,61,18,112,"black","hydrogen",0
101.81,25,24,128,NA,NA,0
102.79,59,20,144,"red","propane",0
94.3,28,26,80,"blue","propane",0
103.37,27,24,152,"red","propane",0
96.75,63,8,144,"red","battery",0
97.84,18,26,136,"red","propane",0
129.11,28,30,144,"black","hydrogen",0
111.03,52,24,136,"red","hydrogen",0
94,21,26,136,"blue","battery",0
101.86,30,16,152,"black","battery",0
93.69,29,28,120,"black","propane",0
92.49,28,26,128,"blue","battery",0
107.07,56,NA,144,"black","battery",0
93.45,21,32,136,"red","propane",0
109.11,30,NA,120,"black","hydrogen",0
115.58,29,28,128,"black","propane",0
107.76,22,24,136,"blue","battery",0
110.4,53,28,144,"red","battery",0
120.07,19,24,168,"blue","battery",0
94.59,30,21,128,"black","battery",0
108.61,22,28,160,"red","hydrogen",0
93,27,18,112,"blue","battery",0
105.25,22,30,136,"blue","battery",0
87.88,31,14,112,"black","battery",0
